======================================================================
BELUGA CHALLENGE - LÖSUNGSPROTOKOLL
======================================================================

Problem: problems/problem_90_s132_j137_r8_oc81_f43.json
Lösungsdatum: 11.08.2025 20:02:37
Anzahl Schritte: 10561/20000
Erfolgreicher Abschluss: Ja
Benötigte Zeit: 5 Min 14.3 Sek

======================================================================
AKTIONSSTATISTIK (NACH OPTIMIERUNG)
======================================================================

left_unstack_rack        : 2076 ( 23.7%)
left_stack_rack          : 2082 ( 23.8%)
unload_beluga            :  114 (  1.3%)
right_unstack_rack       : 2090 ( 23.9%)
right_stack_rack         : 2087 ( 23.8%)
deliver_to_hangar        :  103 (  1.2%)
load_beluga              :  107 (  1.2%)
get_from_hangar          :  102 (  1.2%)

======================================================================
OPTIMIERUNG
======================================================================

Ursprüngliche Anzahl Schritte: 10561
Optimierte Anzahl Schritte: 8761
Optimierung/Reduktion: 17.04%

======================================================================
OPTIMIERTE AKTIONSSEQUENZ
======================================================================

  1: left_unstack_rack         | Parameter: rack=5, trailer=0
2933: right_unstack_rack        | Parameter: rack=1, trailer=0
2934: left_unstack_rack         | Parameter: rack=3, trailer=0
2935: right_stack_rack          | Parameter: rack=3, trailer=2
2936: right_unstack_rack        | Parameter: rack=1, trailer_id=2
2937: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=2
2938: right_stack_rack          | Parameter: rack=6, trailer=0
2939: right_stack_rack          | Parameter: rack=1, trailer=1
2940: right_unstack_rack        | Parameter: rack=2, trailer_id=0
2941: left_stack_rack           | Parameter: rack=7, trailer=0
2942: right_unstack_rack        | Parameter: rack=2, trailer=1
2943: left_unstack_rack         | Parameter: rack=1, trailer=0
2944: right_unstack_rack        | Parameter: rack=0, trailer=2
2945: right_stack_rack          | Parameter: rack=4, trailer=2
2946: right_stack_rack          | Parameter: rack=1, trailer=1
2947: left_stack_rack           | Parameter: rack=1, trailer=0
2948: left_unstack_rack         | Parameter: rack=3, trailer=0
2949: get_from_hangar           | Parameter: hangar=0, trailer_factory=1
2950: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=0
2951: left_stack_rack           | Parameter: rack=5, trailer=0
2952: left_unstack_rack         | Parameter: rack=7, trailer=0
2953: right_stack_rack          | Parameter: rack=3, trailer=1
2954: right_unstack_rack        | Parameter: rack=0, trailer_id=0
2955: right_unstack_rack        | Parameter: rack=7, trailer=2
2956: right_unstack_rack        | Parameter: rack=3, trailer=1
2957: left_stack_rack           | Parameter: rack=0, trailer=0
2958: left_unstack_rack         | Parameter: rack=4, trailer=0
2959: right_stack_rack          | Parameter: rack=4, trailer=0
2960: right_stack_rack          | Parameter: rack=4, trailer=1
2961: right_unstack_rack        | Parameter: rack=5, trailer=0
2962: right_unstack_rack        | Parameter: rack=2, trailer=1
2963: right_stack_rack          | Parameter: rack=0, trailer=2
2964: left_stack_rack           | Parameter: rack=1, trailer=0
2965: left_unstack_rack         | Parameter: rack=6, trailer=0
2966: left_stack_rack           | Parameter: rack=2, trailer=0
2967: left_unstack_rack         | Parameter: rack=0, trailer=0
2968: right_unstack_rack        | Parameter: rack=7, trailer=2
2969: left_stack_rack           | Parameter: rack=6, trailer=0
2970: left_unstack_rack         | Parameter: rack=4, trailer=0
2971: right_stack_rack          | Parameter: rack=0, trailer=1
2972: left_stack_rack           | Parameter: rack=2, trailer=0
2973: left_unstack_rack         | Parameter: rack=0, trailer=0
2974: right_unstack_rack        | Parameter: rack=3, trailer=1
2975: left_stack_rack           | Parameter: rack=6, trailer=0
2976: left_unstack_rack         | Parameter: rack=0, trailer=0
2977: right_stack_rack          | Parameter: rack=4, trailer=1
2978: left_stack_rack           | Parameter: rack=3, trailer=0
2979: left_unstack_rack         | Parameter: rack=5, trailer=0
2980: get_from_hangar           | Parameter: hangar=0, trailer_factory=1
2981: left_stack_rack           | Parameter: rack=7, trailer=0
2982: left_unstack_rack         | Parameter: rack=4, trailer=0
2983: left_stack_rack           | Parameter: rack=2, trailer=0
2984: right_stack_rack          | Parameter: rack=6, trailer=0
2985: left_unstack_rack         | Parameter: rack=7, trailer=0
2986: right_unstack_rack        | Parameter: rack=3, trailer=0
2987: left_stack_rack           | Parameter: rack=3, trailer=0
2988: left_unstack_rack         | Parameter: rack=1, trailer=0
2989: right_stack_rack          | Parameter: rack=6, trailer=2
2990: right_unstack_rack        | Parameter: rack=0, trailer=2
2991: right_stack_rack          | Parameter: rack=5, trailer=2
2992: right_stack_rack          | Parameter: rack=4, trailer=0
2993: left_stack_rack           | Parameter: rack=1, trailer=0
2994: left_unstack_rack         | Parameter: rack=4, trailer=0
2995: right_stack_rack          | Parameter: rack=7, trailer=1
2996: right_unstack_rack        | Parameter: rack=6, trailer=2
2997: right_stack_rack          | Parameter: rack=5, trailer=2
2998: left_stack_rack           | Parameter: rack=2, trailer=0
2999: left_unstack_rack         | Parameter: rack=5, trailer=0
3000: left_stack_rack           | Parameter: rack=3, trailer=0
3001: left_unstack_rack         | Parameter: rack=7, trailer=0
3002: right_unstack_rack        | Parameter: rack=1, trailer=2
3003: left_stack_rack           | Parameter: rack=6, trailer=0
3004: left_unstack_rack         | Parameter: rack=4, trailer=0
3005: right_unstack_rack        | Parameter: rack=6, trailer=0
3006: left_stack_rack           | Parameter: rack=4, trailer=0
3007: left_unstack_rack         | Parameter: rack=6, trailer=0
3008: right_stack_rack          | Parameter: rack=4, trailer=2
3009: left_stack_rack           | Parameter: rack=7, trailer=0
3010: left_unstack_rack         | Parameter: rack=1, trailer=0
3011: right_unstack_rack        | Parameter: rack=1, trailer=2
3012: right_stack_rack          | Parameter: rack=5, trailer=0
3013: left_stack_rack           | Parameter: rack=3, trailer=0
3014: left_unstack_rack         | Parameter: rack=0, trailer=0
3015: right_unstack_rack        | Parameter: rack=4, trailer=1
3016: left_stack_rack           | Parameter: rack=0, trailer=0
3017: left_unstack_rack         | Parameter: rack=1, trailer=0
3018: right_unstack_rack        | Parameter: rack=5, trailer=0
3019: right_stack_rack          | Parameter: rack=1, trailer=1
3020: right_stack_rack          | Parameter: rack=6, trailer=0
3021: right_unstack_rack        | Parameter: rack=4, trailer=1
3022: right_stack_rack          | Parameter: rack=1, trailer=1
3023: left_stack_rack           | Parameter: rack=6, trailer=0
3024: left_unstack_rack         | Parameter: rack=4, trailer=0
3025: right_stack_rack          | Parameter: rack=4, trailer=2
3026: left_stack_rack           | Parameter: rack=0, trailer=0
3027: left_unstack_rack         | Parameter: rack=6, trailer=0
3028: left_stack_rack           | Parameter: rack=1, trailer=0
3029: left_unstack_rack         | Parameter: rack=7, trailer=0
3030: right_unstack_rack        | Parameter: rack=5, trailer=1
3031: right_stack_rack          | Parameter: rack=7, trailer=1
3032: right_unstack_rack        | Parameter: rack=3, trailer=1
3033: right_stack_rack          | Parameter: rack=1, trailer=1
3034: right_unstack_rack        | Parameter: rack=3, trailer=1
3035: right_stack_rack          | Parameter: rack=5, trailer=1
3036: right_unstack_rack        | Parameter: rack=6, trailer=0
3037: right_stack_rack          | Parameter: rack=1, trailer=0
3038: right_unstack_rack        | Parameter: rack=1, trailer=2
3039: right_stack_rack          | Parameter: rack=0, trailer=2
3040: right_unstack_rack        | Parameter: rack=4, trailer=1
3041: right_unstack_rack        | Parameter: rack=0, trailer=2
3042: right_unstack_rack        | Parameter: rack=3, trailer=0
3043: right_stack_rack          | Parameter: rack=3, trailer=2
3044: left_stack_rack           | Parameter: rack=6, trailer=0
3045: left_unstack_rack         | Parameter: rack=4, trailer=0
3046: right_stack_rack          | Parameter: rack=3, trailer=0
3047: right_unstack_rack        | Parameter: rack=7, trailer=2
3048: left_stack_rack           | Parameter: rack=1, trailer=0
3049: left_unstack_rack         | Parameter: rack=0, trailer=0
3050: left_stack_rack           | Parameter: rack=5, trailer=0
3051: left_unstack_rack         | Parameter: rack=6, trailer=0
3052: right_stack_rack          | Parameter: rack=6, trailer=2
3053: right_stack_rack          | Parameter: rack=4, trailer=1
3054: left_stack_rack           | Parameter: rack=0, trailer=0
3055: left_unstack_rack         | Parameter: rack=6, trailer=0
3056: right_unstack_rack        | Parameter: rack=2, trailer=1
3057: left_stack_rack           | Parameter: rack=7, trailer=0
3058: left_unstack_rack         | Parameter: rack=2, trailer=0
3059: right_stack_rack          | Parameter: rack=2, trailer=1
3060: right_unstack_rack        | Parameter: rack=4, trailer=2
3061: right_unstack_rack        | Parameter: rack=3, trailer=0
3062: right_stack_rack          | Parameter: rack=4, trailer=2
3063: right_unstack_rack        | Parameter: rack=2, trailer=1
3064: right_unstack_rack        | Parameter: rack=2, trailer=2
3065: left_stack_rack           | Parameter: rack=3, trailer=0
3066: left_unstack_rack         | Parameter: rack=2, trailer=0
3067: right_stack_rack          | Parameter: rack=6, trailer=1
3068: right_unstack_rack        | Parameter: rack=7, trailer=1
3069: left_stack_rack           | Parameter: rack=0, trailer=0
3070: left_unstack_rack         | Parameter: rack=6, trailer=0
3071: left_stack_rack           | Parameter: rack=1, trailer=0
3072: left_unstack_rack         | Parameter: rack=0, trailer=0
3073: left_stack_rack           | Parameter: rack=3, trailer=0
3074: left_unstack_rack         | Parameter: rack=7, trailer=0
3075: right_stack_rack          | Parameter: rack=2, trailer=1
3076: right_stack_rack          | Parameter: rack=4, trailer=0
3077: left_stack_rack           | Parameter: rack=2, trailer=0
3078: left_unstack_rack         | Parameter: rack=1, trailer=0
3079: right_stack_rack          | Parameter: rack=7, trailer=2
3080: left_stack_rack           | Parameter: rack=0, trailer=0
3081: left_unstack_rack         | Parameter: rack=1, trailer=0
3082: right_unstack_rack        | Parameter: rack=4, trailer=2
3083: left_stack_rack           | Parameter: rack=1, trailer=0
3084: left_unstack_rack         | Parameter: rack=0, trailer=0
3085: right_stack_rack          | Parameter: rack=2, trailer=2
3086: left_stack_rack           | Parameter: rack=4, trailer=0
3087: left_unstack_rack         | Parameter: rack=0, trailer=0
3088: left_stack_rack           | Parameter: rack=2, trailer=0
3089: left_unstack_rack         | Parameter: rack=7, trailer=0
3090: left_stack_rack           | Parameter: rack=0, trailer=0
3091: left_unstack_rack         | Parameter: rack=1, trailer=0
3092: left_stack_rack           | Parameter: rack=7, trailer=0
3093: right_unstack_rack        | Parameter: rack=5, trailer=2
3094: left_unstack_rack         | Parameter: rack=3, trailer=0
3095: right_unstack_rack        | Parameter: rack=2, trailer=0
3096: right_unstack_rack        | Parameter: rack=4, trailer=1
3097: right_stack_rack          | Parameter: rack=0, trailer=0
3098: left_stack_rack           | Parameter: rack=1, trailer=0
3099: left_unstack_rack         | Parameter: rack=0, trailer=0
3100: right_stack_rack          | Parameter: rack=1, trailer=2
3101: left_stack_rack           | Parameter: rack=7, trailer=0
3102: left_unstack_rack         | Parameter: rack=1, trailer=0
3103: right_stack_rack          | Parameter: rack=4, trailer=1
3104: left_stack_rack           | Parameter: rack=3, trailer=0
3105: left_unstack_rack         | Parameter: rack=5, trailer=0
3106: left_stack_rack           | Parameter: rack=1, trailer=0
3107: right_unstack_rack        | Parameter: rack=6, trailer=0
3108: left_unstack_rack         | Parameter: rack=4, trailer=0
3109: right_unstack_rack        | Parameter: rack=7, trailer=1
3110: right_unstack_rack        | Parameter: rack=7, trailer=2
3111: left_stack_rack           | Parameter: rack=5, trailer=0
3112: left_unstack_rack         | Parameter: rack=6, trailer=0
3113: right_stack_rack          | Parameter: rack=7, trailer=1
3114: right_unstack_rack        | Parameter: rack=4, trailer=1
3115: right_stack_rack          | Parameter: rack=6, trailer=0
3116: right_stack_rack          | Parameter: rack=7, trailer=2
3117: right_stack_rack          | Parameter: rack=4, trailer=1
3118: right_unstack_rack        | Parameter: rack=5, trailer=2
3119: left_stack_rack           | Parameter: rack=7, trailer=0
3120: left_unstack_rack         | Parameter: rack=3, trailer=0
3121: right_stack_rack          | Parameter: rack=4, trailer=2
3122: left_stack_rack           | Parameter: rack=7, trailer=0
3123: left_unstack_rack         | Parameter: rack=2, trailer=0
3124: right_unstack_rack        | Parameter: rack=0, trailer=1
3125: left_stack_rack           | Parameter: rack=5, trailer=0
3126: left_unstack_rack         | Parameter: rack=2, trailer=0
3127: right_stack_rack          | Parameter: rack=3, trailer=1
3128: left_stack_rack           | Parameter: rack=2, trailer=0
3129: left_unstack_rack         | Parameter: rack=1, trailer=0
3130: right_unstack_rack        | Parameter: rack=4, trailer=1
3131: left_stack_rack           | Parameter: rack=7, trailer=0
3132: left_unstack_rack         | Parameter: rack=2, trailer=0
3133: right_unstack_rack        | Parameter: rack=7, trailer=2
3134: left_stack_rack           | Parameter: rack=4, trailer=0
3135: left_unstack_rack         | Parameter: rack=0, trailer=0
3136: right_unstack_rack        | Parameter: rack=2, trailer=0
3137: right_stack_rack          | Parameter: rack=0, trailer=0
3138: right_stack_rack          | Parameter: rack=2, trailer=1
3139: left_stack_rack           | Parameter: rack=2, trailer=0
3140: left_unstack_rack         | Parameter: rack=7, trailer=0
3141: right_stack_rack          | Parameter: rack=2, trailer=2
3142: left_stack_rack           | Parameter: rack=1, trailer=0
3143: left_unstack_rack         | Parameter: rack=4, trailer=0
3144: left_stack_rack           | Parameter: rack=2, trailer=0
3145: left_unstack_rack         | Parameter: rack=4, trailer=0
3146: right_unstack_rack        | Parameter: rack=1, trailer=2
3147: left_stack_rack           | Parameter: rack=7, trailer=0
3148: left_unstack_rack         | Parameter: rack=3, trailer=0
3149: right_unstack_rack        | Parameter: rack=3, trailer=0
3150: left_stack_rack           | Parameter: rack=4, trailer=0
3151: left_unstack_rack         | Parameter: rack=5, trailer=0
3152: right_stack_rack          | Parameter: rack=2, trailer=2
3153: right_unstack_rack        | Parameter: rack=1, trailer=2
3154: right_stack_rack          | Parameter: rack=1, trailer=0
3155: right_stack_rack          | Parameter: rack=2, trailer=2
3156: left_stack_rack           | Parameter: rack=7, trailer=0
3157: left_unstack_rack         | Parameter: rack=3, trailer=0
3158: left_stack_rack           | Parameter: rack=1, trailer=0
3159: left_unstack_rack         | Parameter: rack=3, trailer=0
3160: left_stack_rack           | Parameter: rack=4, trailer=0
3161: left_unstack_rack         | Parameter: rack=5, trailer=0
3162: left_stack_rack           | Parameter: rack=3, trailer=0
3163: left_unstack_rack         | Parameter: rack=4, trailer=0
3164: left_stack_rack           | Parameter: rack=3, trailer=0
3165: left_unstack_rack         | Parameter: rack=1, trailer=0
3166: right_unstack_rack        | Parameter: rack=0, trailer=0
3167: right_stack_rack          | Parameter: rack=5, trailer=0
3168: left_stack_rack           | Parameter: rack=0, trailer=0
3169: left_unstack_rack         | Parameter: rack=7, trailer=0
3170: right_unstack_rack        | Parameter: rack=4, trailer=2
3171: right_unstack_rack        | Parameter: rack=5, trailer=1
3172: right_stack_rack          | Parameter: rack=3, trailer=1
3173: right_unstack_rack        | Parameter: rack=7, trailer=1
